,Title,DOI
1075,Psychological interventions for women with metastatic breast cancer,10.1002/14651858.CD004253.pub4
1076,Chloral hydrate as a sedating agent for neurodiagnostic procedures in children,10.1002/14651858.CD011786.pub2
1077,5‐Fluorouracil for glaucoma surgery,10.1002/14651858.CD001132.pub2
1078,Outcomes of patients who participate in randomized controlled trials compared to similar patients receiving similar interventions who do not participate,10.1002/14651858.MR000009.pub4
1079,Metformin during ovulation induction with gonadotrophins followed by timed intercourse or intrauterine insemination for subfertility associated with polycystic ovary syndrome,10.1002/14651858.CD009090.pub2
1080,Preoperative exercise training for patients with non‐small cell lung cancer,10.1002/14651858.CD012020.pub2
1081,Stage‐based interventions for smoking cessation,10.1002/14651858.CD004492.pub4
1082,Diazepam for treating tetanus,10.1002/14651858.CD003954.pub2
1083,Preoperative radiotherapy and curative surgery for the management of localised rectal carcinoma,10.1002/14651858.CD002102.pub3
1084,Effects and safety of periconceptional oral folate supplementation for preventing birth defects,10.1002/14651858.CD007950.pub3
1085,Endoscopic scoring indices for evaluation of disease activity in ulcerative colitis,10.1002/14651858.CD011450.pub2
1086,Combination pharmacotherapy for the treatment of fibromyalgia in adults,10.1002/14651858.CD010585.pub2
1087,Preoperative chemotherapy for women with operable breast cancer,10.1002/14651858.CD005002.pub2
1088,Needle aspiration versus incision and drainage for the treatment of peritonsillar abscess,10.1002/14651858.CD006287.pub4
1089,Surgery for traumatic optic neuropathy,10.1002/14651858.CD005024.pub3
1090,Interventions for asymptomatic retinal breaks and lattice degeneration for preventing retinal detachment,10.1002/14651858.CD003170.pub4
1091,Cannabinoids for Tourette's Syndrome,10.1002/14651858.CD006565.pub2
1092,Nutritional interventions for liver‐transplanted patients,10.1002/14651858.CD007605.pub2
1093,PET‐CT for assessing mediastinal lymph node involvement in patients with suspected resectable non‐small cell lung cancer,10.1002/14651858.CD009519.pub2
1094,Risk scoring for the primary prevention of cardiovascular disease,10.1002/14651858.CD006887.pub4
1095,Glucocorticosteroid‐free versus glucocorticosteroid‐containing immunosuppression for liver transplanted patients,10.1002/14651858.CD007606.pub4
1096,Momordica charantia for type 2 diabetes mellitus,10.1002/14651858.CD007845.pub3
1097,Supported employment for adults with severe mental illness,10.1002/14651858.CD008297.pub2
1098,Open Mesh versus non‐Mesh for groin hernia repair,10.1002/14651858.CD002197
1099,Antimicrobial agents for preventing peritonitis in peritoneal dialysis patients,10.1002/14651858.CD004679.pub3
1100,Palliative endobronchial brachytherapy for non‐small cell lung cancer,10.1002/14651858.CD004284.pub3
1101,Cognitive training and cognitive rehabilitation for mild to moderate Alzheimer's disease and vascular dementia,10.1002/14651858.CD003260.pub2
1102,Interventions for treating proximal humeral fractures in adults,10.1002/14651858.CD000434.pub4
1103,Parent training programmes for managing infantile colic,10.1002/14651858.CD012459.pub2
1104,Exercise for reducing fear of falling in older people living in the community,10.1002/14651858.CD009848.pub2
1105,Cisapride for Intestinal Constipation,10.1002/14651858.CD007780.pub2
1106,Effect of the treatment of Type 2 diabetes mellitus on the development of cognitive impairment and dementia,10.1002/14651858.CD003804.pub2
1107,Smoking cessation interventions for smokers with current or past depression,10.1002/14651858.CD006102.pub2
1108,Xuebijing for paraquat poisoning,10.1002/14651858.CD010109.pub2
1109,Glucagon‐like peptide analogues for type 2 diabetes mellitus,10.1002/14651858.CD006423.pub2
1110,Drugs for preventing malaria in pregnant women in endemic areas: any drug regimen versus placebo or no treatment,10.1002/14651858.CD000169.pub3
1111,Single dose intra‐articular morphine for pain control after knee arthroscopy,10.1002/14651858.CD008918.pub2
1112,Laser‐assisted cataract surgery versus standard ultrasound phacoemulsification cataract surgery,10.1002/14651858.CD010735.pub2
1113,Human growth hormone and glutamine for patients with short bowel syndrome,10.1002/14651858.CD006321.pub2
1114,Ovulation triggers in anovulatory women undergoing ovulation induction,10.1002/14651858.CD006900.pub3
1115,Capsaicin for non‐allergic rhinitis,10.1002/14651858.CD010591.pub2
1116,Levetiracetam for neuropathic pain in adults,10.1002/14651858.CD010943.pub2
1117,Chlorpromazine dose for people with schizophrenia,10.1002/14651858.CD007778.pub2
1118,Wound drainage after plastic and reconstructive surgery of the breast,10.1002/14651858.CD007258.pub3
1119,Haemophilus influenzae oral vaccination for preventing acute exacerbations of chronic bronchitis and chronic obstructive pulmonary disease,10.1002/14651858.CD010010.pub3
1120,Alpha‐glucosidase inhibitors for prevention or delay of type 2 diabetes mellitus and its associated complications in people at increased risk of developing type 2 diabetes mellitus,10.1002/14651858.CD005061.pub3
1121,Vitamin K antagonists versus low‐molecular‐weight heparin for the long term treatment of symptomatic venous thromboembolism,10.1002/14651858.CD002001.pub3
1122,Interventions for hereditary haemochromatosis,10.1002/14651858.CD011647.pub2
1123,Cervical ripening before first trimester surgical evacuation for non‐viable pregnancy,10.1002/14651858.CD009954.pub2
1124,Mefloquine for preventing malaria in pregnant women,10.1002/14651858.CD011444.pub3
1125,Conservative interventions for treating distal radial fractures in adults,10.1002/14651858.CD000314
1126,Fetal manipulation for facilitating tests of fetal wellbeing,10.1002/14651858.CD003396.pub2
1127,Double gloving to reduce surgical cross‐infection,10.1002/14651858.CD003087.pub2
1128,Hydrocolloid dressings for healing diabetic foot ulcers,10.1002/14651858.CD009099.pub3
1129,Interventions for preventing post‐operative atrial fibrillation in patients undergoing heart surgery,10.1002/14651858.CD003611.pub3
1130,Thermal insulation for preventing inadvertent perioperative hypothermia,10.1002/14651858.CD009908.pub2
1131,"Antiepileptics other than gabapentin, pregabalin, topiramate, and valproate for the prophylaxis of episodic migraine in adults",10.1002/14651858.CD010608
1132,Exercise interventions for upper‐limb dysfunction due to breast cancer treatment,10.1002/14651858.CD005211.pub2
1133,Topical antifungal treatments for tinea cruris and tinea corporis,10.1002/14651858.CD009992.pub2
1134,Melatonin and agomelatine for preventing seasonal affective disorder,10.1002/14651858.CD011271.pub3
1135,Fibrin sealants for the prevention of postoperative pancreatic fistula following pancreatic surgery,10.1002/14651858.CD009621.pub4
1136,Non‐invasive brain stimulation techniques for chronic pain,10.1002/14651858.CD008208.pub5
1137,Heparin versus 0.9% sodium chloride locking for prevention of occlusion in central venous catheters in adults,10.1002/14651858.CD008462.pub3
1138,Interventions for investigating and identifying the causes of stillbirth,10.1002/14651858.CD012504.pub2
1139,Coasting (withholding gonadotrophins) for preventing ovarian hyperstimulation syndrome,10.1002/14651858.CD002811.pub4
1140,Angiotensin‐converting enzyme inhibitors and angiotensin receptor blockers for adults with early (stage 1 to 3) non‐diabetic chronic kidney disease,10.1002/14651858.CD007751.pub2
1141,Morita therapy for schizophrenia,10.1002/14651858.CD006346
1142,Local anaesthetics and regional anaesthesia versus conventional analgesia for preventing persistent postoperative pain in adults and children,10.1002/14651858.CD007105.pub4
1143,Mannitol versus hypertonic saline for brain relaxation in patients undergoing craniotomy,10.1002/14651858.CD010026.pub2
1144,Inhaled steroids with and without regular salmeterol for asthma: serious adverse events,10.1002/14651858.CD006922.pub4
1145,20 µg versus >20 µg estrogen combined oral contraceptives for contraception,10.1002/14651858.CD003989.pub5
1146,Proton pump inhibitor treatment initiated prior to endoscopic diagnosis in upper gastrointestinal bleeding,10.1002/14651858.CD005415.pub3
1147,Simulated presence therapy for dementia,10.1002/14651858.CD011882.pub2
1148,Long versus short inspiratory times in neonates receiving mechanical ventilation,10.1002/14651858.CD004503.pub2
1149,Chemotherapy versus best supportive care for extensive small cell lung cancer,10.1002/14651858.CD001990.pub3
1150,Intravenous aminophylline for acute severe asthma in children over two years receiving inhaled bronchodilators,10.1002/14651858.CD001276.pub2
1151,Enteral feeding methods for nutritional management in patients with head and neck cancers being treated with radiotherapy and/or chemotherapy,10.1002/14651858.CD007904.pub3
1152,Interventions to reduce acute and late adverse gastrointestinal effects of pelvic radiotherapy for primary pelvic cancers,10.1002/14651858.CD012529.pub2
1153,Primary care based clinics for asthma,10.1002/14651858.CD003533.pub2
1154,Long‐acting muscarinic antagonist (LAMA) plus long‐acting beta‐agonist (LABA) versus LABA plus inhaled corticosteroid (ICS) for stable chronic obstructive pulmonary disease (COPD),10.1002/14651858.CD012066.pub2
1155,Intranasal steroids for acute sinusitis,10.1002/14651858.CD005149.pub4
1156,Interventions for chronic blepharitis,10.1002/14651858.CD005556.pub2
1157,Dressings and securement devices for central venous catheters (CVC),10.1002/14651858.CD010367.pub2
1158,Remote ischaemic preconditioning versus no remote ischaemic preconditioning for vascular and endovascular surgical procedures,10.1002/14651858.CD008472.pub2
1159,Lasers for caries removal in deciduous and permanent teeth,10.1002/14651858.CD010229.pub2
1160,Antihypertensive treatment for kidney transplant recipients,10.1002/14651858.CD003598.pub2
1161,Bisphosphonates for steroid‐induced osteoporosis,10.1002/14651858.CD001347.pub2
1162,Factors that influence the provision of intrapartum and postnatal care by skilled birth attendants in low‐ and middle‐income countries: a qualitative evidence synthesis,10.1002/14651858.CD011558.pub2
1163,Follow‐up strategies for patients treated for non‐metastatic colorectal cancer,10.1002/14651858.CD002200.pub4
1164,Adjuvant chemotherapy for endometrial cancer after hysterectomy,10.1002/14651858.CD003175.pub2
1165,Specially formulated foods for treating children with moderate acute malnutrition in low‐ and middle‐income countries,10.1002/14651858.CD009584.pub2
1166,Omega‐3 fatty acids supplementation for autism spectrum disorders (ASD),10.1002/14651858.CD007992.pub2
1167,Early volume expansion versus inotrope for prevention of morbidity and mortality in very preterm infants,10.1002/14651858.CD002056
1168,Orbital radiotherapy for adult thyroid eye disease,10.1002/14651858.CD007114.pub2
1169,Exercise training undertaken by people within 12 months of lung resection for non‐small cell lung cancer,10.1002/14651858.CD009955.pub3
1170,Automated monitoring compared to standard care for the early detection of sepsis in critically ill patients,10.1002/14651858.CD012404.pub2
1171,Surgery for cervical radiculopathy or myelopathy,10.1002/14651858.CD001466.pub3
1172,Smoking reduction interventions for smoking cessation,10.1002/14651858.CD013183.pub2
1173,Prevention of diarrhoea in children with HIV infection or exposure to maternal HIV infection,10.1002/14651858.CD008563
1174,Concurrent chemoradiotherapy in non‐small cell lung cancer,10.1002/14651858.CD002140.pub3
1175,Hormonal and intrauterine methods for contraception for women aged 25 years and younger,10.1002/14651858.CD009805.pub3
1176,Stimulation of the wrist acupuncture point PC6 for preventing postoperative nausea and vomiting,10.1002/14651858.CD003281.pub4
1177,Baclofen for alcohol use disorder,10.1002/14651858.CD012557.pub2
1178,Antibiotics for preventing complications in children with measles,10.1002/14651858.CD001477.pub4
1179,Systematic screening and assessment of psychosocial well‐being and care needs of people with cancer,10.1002/14651858.CD012387.pub2
1180,Iron therapy for improving psychomotor development and cognitive function in children under the age of three with iron deficiency anaemia,10.1002/14651858.CD001444.pub2
1181,"Corticosteroids for adult patients with advanced cancer who have nausea and vomiting (not related to chemotherapy, radiotherapy, or surgery)",10.1002/14651858.CD012002.pub2
1182,Antibiotics for community‐acquired pneumonia in adult outpatients,10.1002/14651858.CD002109.pub4
1183,Hormone therapy for endometriosis and surgical menopause,10.1002/14651858.CD005997.pub2
1184,Different dosage schedules for reducing cardiotoxicity in people with cancer receiving anthracycline chemotherapy,10.1002/14651858.CD005008.pub4
1185,Combined corticosteroid and long‐acting beta2‐agonist in one inhaler versus long‐acting beta2‐agonists for chronic obstructive pulmonary disease,10.1002/14651858.CD006829.pub2
1186,Hemodialysis for lithium poisoning,10.1002/14651858.CD007951.pub2
1187,Hydroxyethyl starch (HES) versus other fluid therapies: effects on kidney function,10.1002/14651858.CD007594.pub3
1188,Single induction dose of etomidate versus other induction agents for endotracheal intubation in critically ill patients,10.1002/14651858.CD010225.pub2
1189,Hydration for treatment of preterm labour,10.1002/14651858.CD003096.pub2
1190,Laser‐assisted subepithelial keratectomy (LASEK) versus laser‐assisted in‐situ keratomileusis (LASIK) for correcting myopia,10.1002/14651858.CD011080.pub2
1191,Punctal occlusion for dry eye syndrome,10.1002/14651858.CD006775.pub3
1192,Interventions for improving patients' trust in doctors and groups of doctors,10.1002/14651858.CD004134.pub3
1193,Area‐wide traffic calming for preventing traffic related injuries,10.1002/14651858.CD003110
1194,"Capitation, salary, fee‐for‐service and mixed systems of payment: effects on the behaviour of primary care physicians",10.1002/14651858.CD002215
1195,Biofeedback for pain management during labour,10.1002/14651858.CD006168.pub2
1196,Steroidal contraceptives: effect on bone fractures in women,10.1002/14651858.CD006033.pub5
1197,Chinese herbal medicines for people with impaired glucose tolerance or impaired fasting blood glucose,10.1002/14651858.CD006690.pub2
1198,Transarterial (chemo)embolisation for unresectable hepatocellular carcinoma,10.1002/14651858.CD004787.pub2
1199,Pegylated liposomal doxorubicin for relapsed epithelial ovarian cancer,10.1002/14651858.CD006910.pub2
1200,Psychological treatment for anxiety in people with traumatic brain injury,10.1002/14651858.CD005239.pub2
1201,Corticosteroids for treating hypotension in preterm infants,10.1002/14651858.CD003662.pub4
1202,Bladder neck needle suspension for urinary incontinence in women,10.1002/14651858.CD003636.pub4
1203,Incentives for preventing smoking in children and adolescents,10.1002/14651858.CD008645.pub3
1204,Wound infiltration with local anaesthetic agents for laparoscopic cholecystectomy,10.1002/14651858.CD007049.pub2
1205,Thrombopoietin mimetics for patients with myelodysplastic syndromes,10.1002/14651858.CD009883.pub2
1206,Azapirones versus placebo for panic disorder in adults,10.1002/14651858.CD010828.pub2
1207,Aminosteroids for acute traumatic brain injury,10.1002/14651858.CD001527
1208,Acupuncture or acupressure for induction of labour,10.1002/14651858.CD002962.pub4
1209,Folic acid with or without vitamin B12 for the prevention and treatment of healthy elderly and demented people,10.1002/14651858.CD004514.pub2
1210,Medical interventions for treating anthracycline‐induced symptomatic and asymptomatic cardiotoxicity during and after treatment for childhood cancer,10.1002/14651858.CD008011.pub3
1211,Heliox inhalation therapy for bronchiolitis in infants,10.1002/14651858.CD006915.pub3
1212,Biologics or tofacitinib for people with rheumatoid arthritis naive to methotrexate: a systematic review and network meta‐analysis,10.1002/14651858.CD012657
1213,Pharmacological interventions for the prevention of insufficiency fractures and avascular necrosis associated with pelvic radiotherapy in adults,10.1002/14651858.CD010604.pub2
1214,Hormonal versus non‐hormonal contraceptives in women with diabetes mellitus type 1 and 2,10.1002/14651858.CD003990.pub4
1215,Time‐limited home‐care reablement services for maintaining and improving the functional independence of older adults,10.1002/14651858.CD010825.pub2
1216,Radiotherapy for malignant pleural mesothelioma,10.1002/14651858.CD003880.pub4
1217,Fat supplementation of human milk for promoting growth in preterm infants,10.1002/14651858.CD000341.pub2
1218,Feed thickener for infants up to six months of age with gastro‐oesophageal reflux,10.1002/14651858.CD003211.pub2
1219,Video feedback for parental sensitivity and attachment security in children under five years,10.1002/14651858.CD012348.pub2
1220,Single dose oral paracetamol (acetaminophen) with codeine for postoperative pain in adults,10.1002/14651858.CD001547.pub2
1221,Oral nonsteroidal anti‐inflammatory drugs (NSAIDs) for cancer pain in adults,10.1002/14651858.CD012638.pub2
1222,Citalopram versus other anti‐depressive agents for depression,10.1002/14651858.CD006534.pub2
1223,Calcium supplementation for prevention of primary hypertension,10.1002/14651858.CD010037.pub2
1224,Pressurised metered‐dose inhalers versus all other hand‐held inhalers devices to deliver bronchodilators for chronic obstructive pulmonary disease,10.1002/14651858.CD002170
1225,'Human' insulin versus animal insulin in people with diabetes mellitus,10.1002/14651858.CD003816.pub2
1226,Doxycycline for osteoarthritis of the knee or hip,10.1002/14651858.CD007323.pub3
1227,Physical training for asthma,10.1002/14651858.CD001116.pub4
1228,Interventions for covert bacteriuria in children,10.1002/14651858.CD006943.pub2
1229,Vitamin A supplementation for the prevention of morbidity and mortality in infants one to six months of age,10.1002/14651858.CD007480.pub3
1230,Antibiotic regimens for suspected late onset sepsis in newborn infants,10.1002/14651858.CD004501.pub2
1231,Glucocorticoid supplementation during ovarian stimulation for IVF or ICSI,10.1002/14651858.CD004752.pub2
1232,Psychosocial group interventions to improve psychological well‐being in adults living with HIV,10.1002/14651858.CD010806.pub2
1233,Azathioprine for multiple sclerosis,10.1002/14651858.CD003982.pub2
1234,"Procalcitonin, C‐reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children",10.1002/14651858.CD009185.pub2
1235,Vitamin E for antipsychotic‐induced tardive dyskinesia,10.1002/14651858.CD000209.pub3
1236,Prophylactic antibiotics for penetrating abdominal trauma: duration of use and antibiotic choice,10.1002/14651858.CD010808.pub2
1237,Antipsychotics for acute and chronic pain in adults,10.1002/14651858.CD004844.pub3
1238,Resection versus no intervention or other surgical interventions for colorectal cancer liver metastases,10.1002/14651858.CD006039.pub4
1239,Antibiotic prophylaxis for short‐term catheter bladder drainage in adults,10.1002/14651858.CD005428.pub2
1240,High‐intensity versus low‐intensity physical activity or exercise in people with hip or knee osteoarthritis,10.1002/14651858.CD010203.pub2
1241,Prophylactic caffeine to prevent postoperative apnoea following general anaesthesia in preterm infants,10.1002/14651858.CD000048
1242,Oral naltrexone maintenance treatment for opioid dependence,10.1002/14651858.CD001333.pub4
1243,Propofol for the promotion of sleep in adults in the intensive care unit,10.1002/14651858.CD012454.pub2
1244,Endovascular treatment for ruptured abdominal aortic aneurysm,10.1002/14651858.CD005261.pub4
1245,Physical activity and exercise for chronic pain in adults: an overview of Cochrane Reviews,10.1002/14651858.CD011279.pub3
1246,Systemic treatment for blepharokeratoconjunctivitis in children,10.1002/14651858.CD011750.pub2
1247,Olanzapine for the prevention and treatment of cancer‐related nausea and vomiting in adults,10.1002/14651858.CD012555.pub2
1248,Pain relief for neonatal circumcision,10.1002/14651858.CD004217.pub2
1249,Injectable gold for rheumatoid arthritis,10.1002/14651858.CD000520
1250,Antibiotic therapy for adults with neurosyphilis,10.1002/14651858.CD011399.pub2
1251,Recompression and adjunctive therapy for decompression illness,10.1002/14651858.CD005277.pub3
1252,Short term benefits for laparoscopic colorectal resection,10.1002/14651858.CD003145.pub2
1253,Iridotomy to slow progression of visual field loss in angle‐closure glaucoma,10.1002/14651858.CD012270.pub2
1254,Sildenafil citrate for erectile dysfunction in patients with multiple sclerosis,10.1002/14651858.CD009427.pub2
1255,Oral contraceptives for pain associated with endometriosis,10.1002/14651858.CD001019.pub3
1256,Support for healthy breastfeeding mothers with healthy term babies,10.1002/14651858.CD001141.pub5
1257,Exercise for people with high cardiovascular risk,10.1002/14651858.CD009387.pub2
1258,Melatonin for the promotion of sleep in adults in the intensive care unit,10.1002/14651858.CD012455.pub2
1259,Interventions for treating hyperemesis gravidarum,10.1002/14651858.CD010607.pub2
1260,Local anaesthetic sympathetic blockade for complex regional pain syndrome,10.1002/14651858.CD004598.pub4
1261,Percutaneous vertebroplasty for osteoporotic vertebral compression fracture,10.1002/14651858.CD006349.pub4
1262,Antimicrobial agents for treating uncomplicated urinary tract infection in women,10.1002/14651858.CD007182.pub2
1263,Oxcarbazepine versus phenytoin monotherapy for epilepsy: an individual participant data review,10.1002/14651858.CD003615.pub4
1264,Gonadotropin‐releasing hormone agonist versus HCG for oocyte triggering in antagonist‐assisted reproductive technology,10.1002/14651858.CD008046.pub4
1265,Strategies designed to help healthcare professionals to recruit participants to research studies,10.1002/14651858.MR000036.pub2
1266,Transdermal fentanyl for cancer pain,10.1002/14651858.CD010270.pub2
1267,Buprenorphine for managing opioid withdrawal,10.1002/14651858.CD002025.pub5
1268,"Interventions to improve the use of systematic reviews in decision‐making by health system managers, policy makers and clinicians",10.1002/14651858.CD009401.pub2
1269,"Antibody induction versus placebo, no induction, or another type of antibody induction for liver transplant recipients",10.1002/14651858.CD010253.pub2
1270,Interventions for preventing mastitis after childbirth,10.1002/14651858.CD007239.pub3
1271,Interventions for improving modifiable risk factor control in the secondary prevention of stroke,10.1002/14651858.CD009103.pub3
1272,Breathing exercises for dysfunctional breathing/hyperventilation syndrome in children,10.1002/14651858.CD010376.pub2
1273,Topical antibiotics for chronic suppurative otitis media,10.1002/14651858.CD013051.pub2
1274,Selenium for preventing cancer,10.1002/14651858.CD005195.pub4
1275,Analgesia in patients with acute abdominal pain,10.1002/14651858.CD005660.pub3
1276,Strength training and aerobic exercise training for muscle disease,10.1002/14651858.CD003907.pub5
1277,Exenterative surgery for recurrent gynaecological malignancies,10.1002/14651858.CD010449.pub2
1278,Risk of ovarian cancer in women treated with ovarian stimulating drugs for infertility,10.1002/14651858.CD008215.pub3
1279,Single dose oral fenbufen for acute postoperative pain in adults,10.1002/14651858.CD007547.pub2
1280,Single incision versus conventional multi‐incision appendicectomy for suspected appendicitis,10.1002/14651858.CD009022.pub2
1281,Levetiracetam add‐on for drug‐resistant focal epilepsy: an updated Cochrane Review,10.1002/14651858.CD001901.pub2
1282,Corticosteroids for Bell's palsy (idiopathic facial paralysis),10.1002/14651858.CD001942.pub5
1283,Enhancing partner support to improve smoking cessation,10.1002/14651858.CD002928.pub4
1284,Cognitive behaviour therapy for chronic fatigue syndrome in adults,10.1002/14651858.CD001027.pub2
1285,Long‐term antibiotics for preventing recurrent urinary tract infection in children,10.1002/14651858.CD001534.pub4
1286,Early discontinuation of antibiotics for febrile neutropenia versus continuation until neutropenia resolution in people with cancer,10.1002/14651858.CD012184.pub2
1287,Group‐based parent training programmes for improving parental psychosocial health,10.1002/14651858.CD002020.pub4
1288,Acetylcholinesterase inhibitors for schizophrenia,10.1002/14651858.CD007967.pub2
1289,Surgical intervention versus expectant management for endometrial polyps in subfertile women,10.1002/14651858.CD009592.pub2
1290,Interventions for promoting reintegration and reducing harmful behaviour and lifestyles in street‐connected children and young people,10.1002/14651858.CD009823.pub3
1291,Spinal cord stimulation for non‐reconstructable chronic critical leg ischaemia,10.1002/14651858.CD004001.pub3
1292,Early versus Delayed Refeeding for Children with Acute Diarrhoea,10.1002/14651858.CD007296.pub2
1293,Helminth therapy (worms) for allergic rhinitis,10.1002/14651858.CD009238.pub2
1294,"Maternal dietary antigen avoidance during pregnancy or lactation, or both, for preventing or treating atopic disease in the child",10.1002/14651858.CD000133.pub3
1295,Interventions for treating painful sickle cell crisis during pregnancy,10.1002/14651858.CD006786.pub2
1296,Alpha‐2 adrenergic agonists for the prevention of cardiac complications among adults undergoing surgery,10.1002/14651858.CD004126.pub3
1297,"Gloves, gowns and masks for reducing the transmission of meticillin‐resistant Staphylococcus aureus (MRSA) in the hospital setting",10.1002/14651858.CD007087.pub2
1298,Vitamin B for treating peripheral neuropathy,10.1002/14651858.CD004573.pub3
1299,Interventions for idiopathic steroid‐resistant nephrotic syndrome in children,10.1002/14651858.CD003594.pub6
1300,Magnesium sulfate for treating exacerbations of acute asthma in the emergency department,10.1002/14651858.CD001490
1301,Cardiopulmonary interventions to decrease blood loss and blood transfusion requirements for liver resection,10.1002/14651858.CD007338.pub3
1302,Intrauterine insemination versus intracervical insemination in donor sperm treatment,10.1002/14651858.CD000317.pub4
1303,Massage for promoting growth and development of preterm and/or low birth‐weight infants,10.1002/14651858.CD000390.pub2
1304,Lycopene for the prevention of prostate cancer,10.1002/14651858.CD008007.pub2
1305,"Lipid‐based nutrient supplements for maternal, birth, and infant developmental outcomes",10.1002/14651858.CD012610.pub2
1306,Early erythropoiesis‐stimulating agents in preterm or low birth weight infants,10.1002/14651858.CD004863.pub6
1307,Oral contraceptives containing drospirenone for premenstrual syndrome,10.1002/14651858.CD006586.pub4
1308,Interventions for improving adherence to ocular hypotensive therapy,10.1002/14651858.CD006132.pub3
1309,Blood transfusions for treating acute chest syndrome in people with sickle cell disease,10.1002/14651858.CD007843.pub4
1310,Sertindole versus other atypical antipsychotics for schizophrenia,10.1002/14651858.CD006752.pub2
1311,Calcium and vitamin D for corticosteroid‐induced osteoporosis,10.1002/14651858.CD000952
1312,Human albumin infusion for treating oedema in people with nephrotic syndrome,10.1002/14651858.CD009692.pub2
1313,Behavioural treatment for chronic low‐back pain,10.1002/14651858.CD002014.pub3
1314,Anti‐tuberculous therapy for maintenance of remission in Crohn's disease,10.1002/14651858.CD000299.pub3
1315,Immediate versus delayed postpartum insertion of contraceptive implant for contraception,10.1002/14651858.CD011913.pub2
1316,Anti‐D administration in pregnancy for preventing Rhesus alloimmunisation,10.1002/14651858.CD000020.pub3
1317,Pain relief for outpatient hysteroscopy,10.1002/14651858.CD007710.pub3
1318,Third trimester antiviral prophylaxis for preventing maternal genital herpes simplex virus (HSV) recurrences and neonatal infection,10.1002/14651858.CD004946.pub2
1319,Methylxanthines for exacerbations of chronic obstructive pulmonary disease,10.1002/14651858.CD002168
1320,Imaging for the exclusion of pulmonary embolism in pregnancy,10.1002/14651858.CD011053.pub2
1321,Enzyme replacement therapy with idursulfase for mucopolysaccharidosis type II (Hunter syndrome),10.1002/14651858.CD008185.pub4
1322,Clonidine premedication for postoperative analgesia in children,10.1002/14651858.CD009633.pub2
1323,"Strategies to improve the implementation of healthy eating, physical activity and obesity prevention policies, practices or programmes within childcare services",10.1002/14651858.CD011779.pub3
1324,Shock wave therapy for lateral elbow pain,10.1002/14651858.CD003524.pub2
1325,Hydrogel dressings for healing diabetic foot ulcers,10.1002/14651858.CD009101.pub3
1326,Botulinum toxin for masseter hypertrophy,10.1002/14651858.CD007510.pub3
1327,Laparoendoscopic single‐site donor nephrectomy (LESS‐DN) versus standard laparoscopic donor nephrectomy,10.1002/14651858.CD010850.pub2
1328,Ultrasound use for the placement of haemodialysis catheters,10.1002/14651858.CD005279.pub4
1329,Interventions for the treatment of oral and oropharyngeal cancers: surgical treatment,10.1002/14651858.CD006205.pub4
1330,Optimal duration of exclusive breastfeeding,10.1002/14651858.CD003517.pub2
1331,Cholecystectomy for suspected gallbladder dyskinesia,10.1002/14651858.CD007086.pub2
1332,First‐line drugs for hypertension,10.1002/14651858.CD001841.pub3
1333,Topical NSAIDs for acute musculoskeletal pain in adults,10.1002/14651858.CD007402.pub3
1334,Heparin for the treatment of thrombosis in neonates,10.1002/14651858.CD012185.pub2
1335,Laparoscopic entry techniques,10.1002/14651858.CD006583.pub5
1336,Pharmacotherapy for the prevention of chronic pain after surgery in adults,10.1002/14651858.CD008307.pub2
1337,Regular treatment with formoterol and an inhaled corticosteroid versus regular treatment with salmeterol and an inhaled corticosteroid for chronic asthma: serious adverse events,10.1002/14651858.CD007694.pub2
1338,Organisation of health services for preventing and treating pressure ulcers,10.1002/14651858.CD012132.pub2
1339,Tolerability of selective cyclooxygenase 2 inhibitors used for the treatment of rheumatological manifestations of inflammatory bowel disease,10.1002/14651858.CD007744.pub2
1340,Glutamine supplementation to prevent morbidity and mortality in preterm infants,10.1002/14651858.CD001457.pub6
1341,Monitoring of stimulated cycles in assisted reproduction (IVF and ICSI),10.1002/14651858.CD005289.pub3
1342,Continuous positive airway pressure (CPAP) for acute bronchiolitis in children,10.1002/14651858.CD010473.pub3
1343,Oestrogens alone or with amniotomy for cervical ripening or induction of labour,10.1002/14651858.CD003393
1344,Oral antivirals for preventing recurrent herpes simplex keratitis in people with corneal grafts,10.1002/14651858.CD007824.pub2
1345,Intratympanic steroids for Ménière's disease or syndrome,10.1002/14651858.CD008514.pub2
1346,Fish oil for kidney transplant recipients,10.1002/14651858.CD005282.pub3
1347,Transcutaneous electrical nerve stimulation (TENS) for the treatment of rheumatoid arthritis in the hand,10.1002/14651858.CD004377
1348,Single versus double volume exchange transfusion in jaundiced newborn infants,10.1002/14651858.CD004592.pub2
1349,Early light reduction for preventing retinopathy of prematurity in very low birth weight infants,10.1002/14651858.CD000122.pub2
1350,Vitamin B and its derivatives for diabetic kidney disease,10.1002/14651858.CD009403.pub2
1351,Rheum officinale (a traditional Chinese medicine) for chronic kidney disease,10.1002/14651858.CD008000.pub2
1352,Interventions for preventing late postnatal mother‐to‐child transmission of HIV,10.1002/14651858.CD006734.pub2
1353,Synchronized mechanical ventilation for respiratory support in newborn infants,10.1002/14651858.CD000456.pub5
1354,Therapeutic ultrasound for pressure ulcers,10.1002/14651858.CD001275.pub2
1355,Informant Questionnaire on Cognitive Decline in the Elderly (IQCODE) for the early diagnosis of dementia across a variety of healthcare settings,10.1002/14651858.CD011333.pub2
